|0200|17|KIWI|||KG|00|08105000|001|08||000,00||
|0200|24|COSTELA C OSSO DE BOI|||KG|00|02012090|001|02||000,00|1708400|
|0200|31|COSTELINHA DE PORCO|||KG|00|02031900|001|02||000,00|1708701|
|0200|55|FAR MANDIOCA|||KG|00|19012000|001|19||000,00|1704606|
|0200|62|FEIJAO CARIOCA|||KG|00|07133399|001|07||000,00||
|0200|79|FIGADO BOVINO|||KG|00|10063021|001|10||000,00||
|0200|86|ABOBORA HIBRIDA|||KG|00|07099990|001|07||000,00||
|0200|93|ABOBORA MENINA|||KG|00|07099990|001|07||000,00||
|0200|109|ABOBORA MUGANGO|||KG|00|07099300|001|07||000,00||
|0200|116|ABOBORA ITALIANA|||KG|00|07099990|001|07||000,00||
|0200|130|BATATA|||KG|00|07019000|001|07||000,00||
|0200|147|BATATA DOCE|||KG|00|07142000|001|07||000,00||
|0200|154|BETERRABA|||KG|00|07032090|001|07||000,00||
|0200|161|CAPA DE COSTELA BOVINO KG|||KG|00|02012090|001|02||000,00|1708400|
|0200|178|CHUCHU|||KG|00|07099990|001|07||000,00||
|0200|192|JILO|||KG|00|07089000|001|07||000,00||
|0200|208|LARANJA|||KG|00|08051000||08||000,00||
|0200|215|LOMBO DE PORCO|||KG|00|02031900||02||000,00|1708701|
|0200|222|MACA FUJI|||KG|00|08081000||08||000,00||
|0200|239|MACA GALA|||KG|00|08081000|08|08||000,00||
|0200|246|PEPINO CAIPIRA|||KG|00|20011000|001|20||000,00||
|0200|253|MANDIOCA S CASCA|||KG|00|07141000|001|07||000,00||
|0200|277|REQUEIJAO BARRA COOPARA|||KG|00|04061090|001|04||000,00|1702300|
|0200|307|RACAO HOT DOG A GRANEL|||KG|00|23091000|001|23||000,00|2200100|
|0200|314|RACAO HOT DOG FILHOTE|||KG|00|23091000|001|23||000,00|2200100|
|0200|338|ALHO|||KG|00|07032090|001|07||000,00||
|0200|345|BANANA PRATA|||KG|00|08031000||08||000,00||
|0200|352|BANANA MACA|||KG|00|08031000|001|08||000,00||
|0200|376|CEBOLA GRANDE|||KG|00|07122000|01|07||000,00||
|0200|383|CEBOLA ROXA|||KG|00|07031019|001|07||000,00||
|0200|390|CENOURA|||KG|00|07061000|01|07||000,00||
|0200|406|BAROA|||KG|00|20060000|001|20||000,00|1709300|
|0200|413|GOIABA|||KG|00|08045010|001|08||000,00||
|0200|420|LIMAO THAITI|||KG|00|08055000|001|08||000,00||
|0200|437|MAMAO HAVAI|||KG|00|08072000|08|08||000,00||
|0200|451|MARACUJA|||KG|00|07032090|001|07||000,00||
|0200|468|MEXERICA|||KG|00|08051000|001|08||000,00||
|0200|475|AMEIXA PRETA A GRANEL|||KG|00|08132020|001|08||000,00||
|0200|512|RETALHO BOVINO|||KG|00|02012090|001|02||000,00|1708400|
|0200|529|BACON REZENDE|||KG|00|02101200|001|02||000,00|1708701|
|0200|536|PERNIL TRASEIRO|||KG|00|02031900||02||000,00|1708701|
|0200|543|FOCINHO ORELHA PORCO|||KG|00|02031900|001|02||000,00|1708701|
|0200|567|LINGUICA TOSC PERDIGAO|||KG|00|16010000|001|16||000,00|1707700|
|0200|581|RABADA|||UN|00|02012090|001|02||000,00|1708400|
|0200|598|OVOS VERMELHOS BDJ 12|7898954076065||UN|00|04072900||04||000,00||
|0200|611|CARNE BOVINA 2|||KG|00|02012090||02||000,00|1708400|
|0200|673|LINGUA DE BOI|||UN|00|02012090|001|02||000,00|1708400|
|0200|680|SUA DE PORCO|||KG|00|02031900|001|02||000,00|1708701|
|0200|697|PESINHO DE PORCO|||KG|00|02031900|001|02||000,00|1708701|
|0200|703|TORRESMO|||KG|00|16024900|001|16||000,00|1707900|
|0200|710|LINGUICA PORCO|||KG|00|16010000|001|16||000,00|1707700|
|0200|727|CHOURICO|||KG|00|02031900|001|02||000,00|1708701|
|0200|758|OVOS BRANCO BDJ 12|7898095780180||UN|00|04072900||04||000,00||
|0200|772|LINGUICA CALABRESA REZENDE|||KG|00|16010000|001|16||000,00|1707700|
|0200|796|FECULA DE MAND AMAFIL|||KG|00|11081400|001|11||000,00||
|0200|826|BIC SODIO|||KG|00|28363000|001|28||000,00||
|0200|840|RACAO QUARTREE GOURMET FILH GRANEL|||KG|00|23091000||23||000,00|2200100|
|0200|864|MANTEIGA CASEIRA|||KG|00|04051000|001|04||000,00|1702500|
|0200|871|QUEIJO FRESCO|||KG|00|04061090|001|04||000,00|1702400|
|0200|888|MORTADELA CONFIANCA SEARA|||KG|00|16010000|001|16||000,00|1707800|
|0200|895|MUSSARELA CATITA|||KG|00|04061010||04||000,00|1702300|
|0200|901|MUSSARELA TRANCA|||KG|00|04061010|001|04||000,00|1702300|
|0200|925|UVAS PASSAS|||KG|00|08062000|001|08||000,00||
|0200|932|FRUTAS CRIST GRANEL|||KG|00|20060000|001|20||000,00||
|0200|949|MUSSARELA NO|||KG|00|04061010|001|04||000,00|1702300|
|0200|956|OREGANO|||KG|00|12119010|001|12||000,00||
|0200|963|MORTADELA BOLONHA REZENDE|||KG|00|16010000|001|16||000,00|1707800|
|0200|970|GOIABADA CASEIRA|||KG|00|20079990|001|20||000,00|1709400|
|0200|987|MORTADELA PERDIGAO|||KG|00|16010000|001|16||000,00|1707800|
|0200|994|APRESUNT SADIA|||KG|00|16024900|001|16||000,00||
|0200|1014|PRESUNTO COZ S CAPA SADIA|||KG|00|16024900||16||000,00|1707905|
|0200|1038|APRESUNT SEARA|||KG|00|16024900|001|16||000,00|1707905|
|0200|1045|RACAO HOT CAT MIX|||KG|00|23091000|001|23||000,00|2200100|
|0200|1052|CARA|||KG|00|07149000|01|07||000,00||
|0200|1076|MANDIOCA|||KG|00|07141000|001|07||000,00||
|0200|1083|MELANCIA|||KG|00|08071100|08|08||000,00||
|0200|1090|MELAO|||KG|00|08071900|001|08||000,00||
|0200|1113|PERA|||KG|00|08083000|001|08||000,00||
|0200|1137|PIMENTAO VERDE|||KG|00|07096000|001|07||000,00||
|0200|1144|QUIABO|||KG|00|07142000|001|07||000,00||
|0200|1151|REPOLHO VERDE|||KG|00|07049000|001|07||000,00||
|0200|1212|LARANJA SERRA D AGUA|||KG|00|08051000||08||000,00||
|0200|1250|CHA DE FORA|||KG|00|02012090|001|02||000,00|1708400|
|0200|1267|LARANJA BAIA|||KG|00|08051000|10|08||000,00||
|0200|1274|CONTRA FILE|||KG|00|02012090|001|02||000,00|1708400|
|0200|1298|RET MUSSARELA|||KG|00|04061010|001|04||000,00|1702401|
|0200|1304|OFERTA 01 FRUTAS|||KG|00|08059000|001|08||000,00||
|0200|1311|OFERTA 02 VERDURAS|||KG|00|08059000|001|08||000,00||
|0200|1335|ALHO DESCASCADO|||KG|00|07032090|001|07||000,00||
|0200|1342|OFERTA 03|||KG|00|20060000|001|20||000,00||
|0200|1366|APRESUNT REZENDE|||KG|00|16010000|001|16||000,00||
|0200|1380|PERNIL DIANTEIRO|||KG|00|02031900|001|02||000,00|1708701|
|0200|1410|UVA RED GLOB IMP BAND|||UN|00|08061000||08||000,00||
|0200|1441|COUVE FLOR|||UN|00|07041000||07||000,00||
|0200|1458|RABANETE|||UN|00|07069000||07||000,00||
|0200|1502|QUEIJO CURADO ARTESANAL CANASTRA|||KG|00|04069020|001|04||000,00|1702400|
|0200|1519|BANANA CATURRA|||KG|00|08031000|001|08||000,00||
|0200|1526|AMEIXA NACIONAL|||KG|00|08094000|001|08||000,00||
|0200|1557|MASSA PAO DOCE BOLEDAO|||KG|00|19012000||19||000,00|1704607|
|0200|1588|RETALHO PRESUNTO|||KG|00|16024900|001|16||000,00||
|0200|1595|BANANADA CASEIRA|||KG|00|20079990|001|20||000,00|1709400|
|0200|1618|REPOLHO ROXO|||KG|00|07049000|001|07||000,00||
