|0000|013|1|01052019|31052019|SUPERMERCADO INHO PAULO LTDA|01540308000192||MG|3972272990067|3139706|||B|1|
|0001|0|
|0005|SUPERMERCADO INHO PAULO|35666000|AV BRASIL,100|0||CENTRO|3732721349|0000000000|inho.paulo@yahoo.com.br|
|0100|ISABEL CRISTINA DE FREITAS|00735298696|68.657||35660109|RUA MAJOR FIDELIS|59||CORACAO JESUS|3732315469|0000000000|isabel@suportecontabilidade.com.br|3147105|
|0150|10000060|PASTIFICIO SANTA AMALIA S A|01058|22229207001309||0670147951240|3106705||AVENIDA DOIS|85||BANDEIRINHAS|
|0150|10000108|DOMINGOS COSTA IND ALIMENTICIAS SA|01058|17159518000175||1860015820028|3118601||PCA LOUIS ENSCH|160||CIDADE INDUSTRI|
|0150|10000230|MARTINS COMERCIO E SERVICOS DE DIST|01058|43214055000107||7025134600075|3170206||AV JOSE ANDRAUS GASSANI|5400||DIST INDUSTRIAL|
|0150|10000256|CEMIG DISTRIBUICAO S A|01058|06981180000116||0623221360087|3106200||AV BARBACENA|1200||SANTO AGOSTINHO|
|0150|10000264|ALGAR TELECOM S A|01058|71208516000174||7029809450010|3170206||RUA JOSE ALVES GARCIA|415||CENTRO|
|0150|10000272|COPASA COMP DE SANEAMENTO MINAS GER|01058|17281106000103||0620001390014|3106200||RUA MAR DE ESPANHA|525||SANTO ANTONIO|
|0150|10000370|LATICINIOS PORTO ALEGRE IND E COM S|01058|66301334000103||5217670360073|3152105||AVENIDA MARIO MARTINS FREITAS|6000||ANA FLORENCA|
|0150|10000396|CIA DE BEBIDAS BRASIL COBEB MATRIZL|01058|18423681000166||2231388480329|3147105||RODOVIA DENOMINADO PAIOL|MG43|KM 1||
|0150|10000701|MERCANTIL FONTE BOA LTDA|01058|42930727000118||3388167740079|3133808||R MARCOS VASCONCELOS|197||LOURDES|
|0150|10000744|POSTO ALVORADA DO OESTE|01058|04173198000166|||3139706||PRACA PCA 21 DE ABRIL|336||CENTRO|
|0150|10000957|AUTO PECAS E MECANICA TAVARES LTDA|01058|21333497000130||3975202270017|3139706||AV SETE SETEMBRO|96||CENTRO|
|0150|10001015|DIVIGULA DISTRIBUIDORA LTDA|01058|04959040000116||2231695500025|3122306||RUA ALUMINIO|51||SAO JOAO DE DEU|
|0150|10001236|STOQUE MERCANTIL LTDA|01058|21628516000155||7024828340000|3170206||JOSE ANDRAUS GASSANI 6000 BLOCO A S|6000||DISTRITO INDUST|
|0150|10001252|PALMARES DISTRIBUIDOR LTDA|01058|00663171000109||4799354960029|3147907||RUA LEAO|260||SERRA VERDE|
|0150|10001317|CAFE TRES CORACOES SA|01058|17467515000107||5780158990009|3157807||AVENIDA BRASILIA|5145||SAO BENEDITO|
|0150|10001414|PEPSICO DO BRASIL LTDA|01058|31565104026648||1862050562902|3118601||R CARDEAL ARCO VERDE|1665||AGUA BRANCA|
|0150|10001422|ARCOM SA|01058|25769266000124||7020270720090|3170206||ROD ANEL VIARIO AYRTON SENNA|2001||DIST INDUSTRIAL|
|0150|10001465|B A INDUSTRIAL LTDA|01058|26027193000168||4716494070040|3147105||RUA ALAMEDA DAS CAVIUNAS|295||JD DAS PITEIRAS|
|0150|10001554|COOPARA COOP MISTA REG AGRO IND|01058|23117641000126||4710410610034|3147105||AV PRESIDENTE VARGAS|115||SAO FRANCISCO|
|0150|10001589|CAFE ITAU LTDA|01058|16529992000189||4993212510091|3149903||RUA JANDIRA BRAGA|2||VILA FERNAO DIA|
|0150|10001600|DR DISTRIBUIDORA LTDA|01058|23265580000144||3100839710070|3131000||RUA PADRE DINIZ COSTA|531||CENTRO|
|0150|10001660|CAFE INDAIA LTDA|01058|20327714000116||2320605500010|3123205||RUA SAO PAULO|149||CENTRO|
|0150|10001716|PANOLLI INDUSTRIA ALIMENTICIA LTDA|01058|18812545000168||0740610110044|3107406||FAUSTINO TEIXEIRA|285||CENTRO|
|0150|10001740|GERALDO MAGELA DE OLIVEIRA E CIA LT|01058|42829838000132||4718101390061|3147105||RUA PLANALTO|170||NOVO HORIZONTE|
|0150|10001783|CLEUSA APARECIDA BRAGA GUIMARAES|01058|03106482000157||3970207240022|3139706||FAZENDA BURITI|S/N||ZONA RURAL|
|0150|10001848|TECIDOS E ARMARINHOS MIGUEL BARTOLO|01058|17359233000188||1860057420087|3118601||V MANOEL JACINTO COELHO JR|SN||TAPERA|
|0150|10001864|IRMAOS MAIA DISTRB BEB LTDA|01058|16862245000168||4711065130054|3147105||RUA ROMA|208||JARDIM SERRA DO|
|0150|10001996|MARCELO DE SOUZA MAIA|01058|03730312000149||4710734140050|3147105||RUA JOAO FERREIRA SOBRINHO|200A||JK|
|0150|10002020|IPL INDUSTRIA COMERCIO PANIFICACAO|01058|07290769000130||4713271850050|3147105||RUA ALTINO CORREIA VIANA|557||JARDIM BEATRIZ|
|0150|10002046|BENEFICIADORA GONCALVES VIEIRA LTDA|01058|41829086000147||1867966090020|3118601||ROD BR 040 KM 688|SN||GUANABARA|
|0150|10002291|BRIMAX IND E COMERCIO LTDA|01058|05729633000159||4712409370035|3147105||RUA PADRE LIBERIO|120||JK|
|0150|10002496|VASSOURAS WILSON INDUSTRIA E COMERC|01058|26293266000163||6727593150020|3167202||PIRAPAMA|61||CARMO|
|0150|10002593|EPOCA COM E DIST DE PROD ALIM E IND|01058|08450457000100||0010218440057|3118601||VIA VER JOAQUIM COSTA 1405 GALPAO 2|1405||CAMPINA VERDE|
|0150|10002836|NUTRISANTOS ALIMENTACAO ANIMAL LTDA|01058|08589429000178||0010358470021|3147105||RUA OLIMPIO MELO FRANCO|2014||DIST INDL FE AN|
|0150|10008842|FABRICA DE VELAS SAO JUDAS TADEU|01058|23998024000187||2235632630049|3122306||RODOVIA BR 494|S/N||XAVANTE|
|0150|10008893|ALIMENTOS REI DO FORNO LIMITADA|01058|19636810000167||3389961460002|3133808||RUA DONA MARIA DE CASTRO|188||LOURDES|
|0150|10009148|VALDIVINO JOSE DA SILVA|01058|07530331000182||4053750390060|3140506||ROD MG 164 KM89|S/N||ZONA RURAL|
|0150|10009199|NESTLE BRASIL LTDA|01058|60409075010387||1860022639589|3118601||AV WILSON TAVARES RIBEIRO|800||CHAC REUNIDAS S|
|0150|10009350|RODRIGO CESAR DE ARAUJO ME|01058|02532244000140||5207443840007|3152006||RUA PREFEITO FRANCISCO CAMPOS|680||CENTRO|
|0150|10009407|COOPERATIVA TRITICOLA SEPEENSE LTDA|01058|97225346001282||0990019683|4315503||RUA VICENTE CARDOSO|110||CENTRO|
|0150|10009849|FLAVIO PEIXOTO SILVEIRA|01058|05201040000115||4711934490063|3147105||PCA FRANCISCO VALADARES|41||N S DE LOURDES|
|0150|10009873|DISTR DE ALIMENTOS MATOSO|01058|24035701000124||4715836750048|3147105||RODOVIA BR 352 KM 5 FAZENDA MACACOS|1788||SANTOS DUMONT|
|0150|10010014|ANA PAULA DA SILVA|01058|10524623000117||0011028960077|3118601||RUA MARAJO|212||AMAZONAS|
|0150|10010057|COOP CENTRAL AURORA ALIMENTOS|01058|83310441005186||0010642320012|3118601||RUA SANTIAGO BALLESTEROS|680||CINCO|
|0150|10010197|SCE DISTRIBUIDORA DE PRODUTOS LTDA|01058|09045480000181||0011177750066|3122306||R CAMACHO|1152||SAO JOSE|
|0150|10010383|ISABEL CRISTINA DE FREITAS|01058||00735298696||3151404||ESTRADA ANTIGA PITANGUI PAPAGAIO|0|F PIRES E GAIA|ZONA RURAL|
|0150|10010421|BRASIL FRUTAS LTDA|01058|17466889000108||1860165350035|3118601||ROD BR 040 KM 688 PAV N LJ 1 E 2|0||GUANABARA|
|0150|10010448|TAURUS IMP E COMERC FRUTAS E LEGUM|01058|17398249000108||1860057260012|3118601||ROD BR 040 KM 688 PAV N BOX 8|S/N||GUANABARA|
|0150|10010456|DINIZ E RIOS COMERC DE LAT E FRIOS|01058|05603328000116||0672426090064|3147105||RUA BOM DESPACHO|14||SANTO ANTONIO|
|0150|10010537|TOC LAC COMERCIO DE CHOCOCALATES LT|01058|02322266000186||3827269950021|3138203||RUA CORONEL JOSE MOURA AMARAL|340||VILA SAO FRANCI|
|0150|10010618|OSCAR JOSE GONTIJO|01058||11918403600||3122306||ROD BR 494 KM 23 24|0||PE HERCULANO YA|
|0150|10010634|BRF S A|01058|01838723019499||0010870820451|3154606||AV JOSE CARLOS COSTA 688|SL2||LIBERDADE|
|0150|10010812|SUPERMERCADO INHO PAULO LTDA|01058|01540308000192||3972272990067|3139706||AVENIDA AV BRASIL|100||CENTRO|
